"APPOINTED DATES & SESSIONS","DATE","TYPE","SITTINGS CONTENT","RESOLUTION/RESULT"
"第８屆第２會期","101/11/26","教育及文化委員會","繼續審查102年度中央政府總預算案關於文化部及所屬單位預算","另定期繼續審查"
"第８屆第２會期","101/11/26","社會福利及衛生環境委員會","一、審查本院國民黨黨團、委員蔣乃辛等21人、委員楊麗環等24人、委員江惠貞等22人、委員姚文智等28人及委員吳育昇等28人分別擬具「國民年金法第三十一條條文修正草案」等6案；二、審查本院委員吳育昇等25人擬具「特殊境遇家庭扶助條例第八條及第十五條之一條文修正草案」、親民黨黨團、台灣團結聯盟黨團及委員楊麗環等19人分別擬具「特殊境遇家庭扶助條例第八條條文修正草案」等4案。","均審查完竣"
"第８屆第２會期","101/11/26","經濟委員會","邀請公平交易委員會主任委員、經濟部部長、國家通訊傳播委員會、金融監督管理委員會及法務部相關官員，針對「壹傳媒集團經營權交易案所涉資金來源、結合獨占行為之防止、跨媒體與跨業併購之管制，資訊壟斷與獨占之防制、媒體集團規模之合理限制、言論集中化之防杜，產金分離原則之落實，聯合國公民與政治權利公約與兩公約施行法及國家人權報告之遵守，以及公平競爭、公共利益之維護等」進行專案報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/26","內政委員會","繼續審查：一、102年度中央政府總預算案關於行政院原住民族委員會主管收支歲出部分；二、102年度中央政府總預算案關於行政院原住民族委員會文化園區管理局主管收支歲出部分；三、102年度中央政府總預算案（含附屬單位預算及綜計表－非營業部分）關於行政院原住民族委員會主管「原住民族綜合發展基金」收支部分；四、行政院原住民族委員會函送「財團法人原住民族文化事業基金會102年度預算、業務計畫書案」。","11月28日下午繼續審查"
"第８屆第２會期","101/11/26","司法及法制委員會","一、審查中華民國102年度中央政府總預算案附屬單位預算非營業部分關於行政院人事行政總處主管「中央公教人員急難救助基金」收支部分；二、審查中華民國102年度中央政府總預算案附屬單位預算非營業部分關於法務部主管「法務部矯正機關作業基金」收支部分；三、審查法務部函送財團法人臺灣更生保護會、財團法人福建更生保護會及財團法人犯罪被害人保護協會102年度預算書案。","均審查完竣"
"第８屆第２會期","101/11/23","院會","國防部組織法","完成三讀"
"第８屆第２會期","101/11/23","院會","國家中山科學研究院設置條例草案","協商後處理"
"第８屆第２會期","101/11/23","院會","本院親民黨黨團，建請本院做成如下決議：「我國全部社會保險及退休待遇，由中央政府負最終財務支付責任。行政院應會同考試院，由行政院長召集跨院際部會改革小組，就法規體系、財政稅制、人口結構、財務精算、保險整合、預算籌編及組織改造等各面向完整考量，儘速提出配套改革方案，並送本院完成相關法定審議及修法程序，俾利凝聚社會共識並完備法律依據，以落實改革暨保障民生。」","通過"
"第８屆第２會期","101/11/23","院會","中華民國101年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）案","協商後處理"
"第８屆第２會期","101/11/22","財政委員會","審查中華民國102年度中央政府總預算案附屬單位預算營業部分有關中國輸出入銀行、臺灣金融控股股份有限公司（含臺灣銀行股份有限公司、臺銀人壽保險股份有限公司、臺銀綜合證券股份有限公司、臺灣證券投資信託股份有限公司）部分。","審查完竣"
"第８屆第２會期","101/11/22","司法及法制委員會","一、併案審查委員蔡錦隆等21人擬具「民法第四百四十九條條文修正草案」、委員尤美女等24人擬具「民法第一千零九條、第一千零十一條及第一千零三十條之一條文修正草案」、委員賴士葆等20人擬具「民法第一千零十一條條文修正草案」、委員吳秉叡等25人擬具「民法第一千零三十條之一條文修正草案」及委員蕭美琴等18人擬具「民法第一千零三十條之一條文修正草案」案；二、審查委員尤美女等22人擬具「民法親屬編施行法增訂第六條之三條文修正草案」案；三、審查委員蕭美琴等19人擬具「民法繼承編施行法第一條之三條文修正草案」；四、審查委員尤美女提20人擬具「消費者債務清理條例第九十八條條文修正草案」案。","除委員蔡錦隆等21人擬具「民法第四百四十九條條文修正草案」案，另定期繼續審查外，餘均審查完竣。"
"第８屆第２會期","101/11/22","教育及文化委員會","繼續審查102年度中央政府總預算案關於行政院原子能委員會及所屬單位預算","12月6日繼續審查"
"第８屆第２會期","101/11/22","外交及國防、經濟、交通委員會聯席會","審查行政院函請審議「世界貿易組織（WTO）政府採購委員會採認通過修正之『政府採購協定』（GPA）法律文件」案","另定期繼續審查"
"第８屆第２會期","101/11/22","社會福利及衛生環境委員會","繼續審查中華民國102年度中央政府總預算案有關行政院衛生署主管預算（公務部分）案。（預算處理）","審查完竣"
"第８屆第２會期","101/11/22","經濟委員會","審查行政院農業委員會101年度預算凍結案等25案","除「亞蔬─世界蔬菜中心」、「亞太糧食肥料技術中心」與「國際土地政策研究訓練中心」等國際組織之獎補助費預算凍結十分之一案，及水土保持局「水土保持發展」項下凍結預算五分之一案等2案，另定期繼續審查外，餘23案均准予動支。"
"第８屆第２會期","101/11/22","交通委員會","邀請國家通訊傳播委員會主任委員石世豪、公平交易委員會、金融監督管理委員會首長暨經濟部投資審議委員會列席針對「防止媒體壟斷及言論集中現象」進行專案報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/22","內政委員會","一、審查102年度中央政府總預算案關於行政院海岸巡防署主管－海洋巡防總局、海岸巡防總局及所屬主管收支歲出部分案；二、審查102年度中央政府總預算案關於中央選舉委員會及所屬主管收支歲出部分案。","一、審查完竣；二、另定期繼續審查。"
"第８屆第２會期","101/11/21","財政委員會","一、邀請財政部張部長就以前年度保留之釋股預算執行情況進行報告；二、審查中華民國102年度中央政府總預算案附屬單位預算非營業部分有關作業基金：地方建設基金；債務基金：中央政府債務基金；特別收入基金：行政院公營事業民營化基金部分。","一、報告及詢答完畢；二、審查完竣。"
"第８屆第２會期","101/11/21","社會福利及衛生環境委員會","一、審查行政院衛生署訂定之「全民健康保險扣取及繳納補充保險費辦法」；二、併案審查行政院函請審議「緊急醫療救護法增訂第十四條之一及第十四條之二條文草案」、本院委員劉建國等21人、委員田秋堇等19人分別擬具「緊急醫療救護法部分條文修正草案」、委員蔣乃辛等23人擬具「緊急醫療救護法增訂第三十五條之一條文草案」、及委員盧秀燕等38人擬具「緊急醫療救護法笫十五條條文修正草案」等5案；三、審查本院委員劉建國等18人、委員江惠貞等20人分別擬具「醫療糾紛處理及醫療事故補償法草案」、委員蔡錦隆等24人擬具「醫事爭議處理法草案」、委員蔡錦隆等24人擬具「醫療事故補償法草案」及委員劉建國等16人擬具「醫療法第八十三條及第九十八條條文修正草案」等5案。(廣泛討論)","一、報告及詢答完畢，報請院會存查；二及三均另定期繼續審查。"
"第８屆第２會期","101/11/21","黨團協商","國民黨黨團召集協商本院委員張慶忠等23人擬具「警察刑事紀錄證明核發條例第六條條文修正草案」案","協商完畢"
"第８屆第２會期","101/11/21","經濟委員會","審查中華民國102年度中央政府總預算案，關於行政院經濟建設委員會主管歲入歲出部分、行政院歲入部分（行政院國家發展基金折減基金繳庫及賸餘繳庫部分）以及附屬單位預算非營業部分（行政院主管行政院國家發展基金、離島建設基金及花東地區永續發展基金）。","報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/21","外交及國防委員會","一、審查行政院函請審議「兵役法第十六條及第十六條之一條文修正草案」案；二、審查行政院函請審議「志願士兵服役條例部分條文修正草案」案。","均審查完竣"
"第８屆第２會期","101/11/21","教育及文化委員會","繼續審查102年度中央政府總預算案關於教育部及所屬單位預算","12月3日繼續審查"
"第８屆第２會期","101/11/21","司法及法制委員會","一、審查中華民國102年度中央政府總預算案附屬單位預算非營業部分關於考試院考選部主管「考選業務基金」收支部分；二、審查中華民國102年度中央政府總預算案附屬單位預算非營業部分關於考試院銓敘部主管「公務人員退休撫卹基金」收支部分；三、審查司法院函送「財團法人法律扶助基金會102年度預算書」案。","均審查完竣"
"第８屆第２會期","101/11/21","內政委員會","一、102年度中央政府總預算案關於內政部消防署及所屬、警政署及所屬、入出國及移民署主管收支歲出部分案；二、102年度中央政府總預算案關於行政院大陸委員會主管收支歲出部分案；三、審查102年度中央政府總預算案關於行政院海岸巡防署主管－海洋巡防總局、海岸巡防總局及所屬主管收支歲出部分案；四、審查102年度中央政府總預算案關於中央選舉委員會及所屬主管收支歲出部分案；五、102年度中央政府總預算案關於蒙藏委員會主管收支歲出部分案。","除四及五另定期繼續審查外，餘均審查完竣。"
"第８屆第２會期","101/11/20","院會","修正中華民國刑法第二百八十六條條文","完成三讀"
"第８屆第２會期","101/11/20","院會","修正記帳士法第三十五條條文","完成三讀"
"第８屆第２會期","101/11/20","院會","國家表演藝術中心設置條例草案","交黨團協商"
"第８屆第２會期","101/11/20","院會","主計機構人員設置管理條例","完成三讀"
"第８屆第２會期","101/11/20","院會","國防部組織法修正草案、國防部政治作戰局組織法草案、國防部軍備局組織法草案、國防部軍醫局組織法草案、國防部主計局組織法草案、國防部參謀本部組織法草案、國家中山科學研究院設置條例草案","交黨團協商"
"第８屆第２會期","101/11/20","院會","公務人員行政中立法第九條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/20","院會","中華民國教育部與教廷教育部間關於高等教育合作及研習、資格、文憑與學位採認協定","通過"
"第８屆第２會期","101/11/20","院會","修正加值型及非加值型營業稅法第八條及第二十九條條文","不予修正"
"第８屆第２會期","101/11/20","院會","住宅法第三條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/20","院會","修正法醫師法第四十八條條文","完成三讀"
"第８屆第２會期","101/11/20","院會","修正所得稅法第十七條條文","完成三讀"
"第８屆第２會期","101/11/20","院會","跨國移交受刑人法草案","交黨團協商"
"第８屆第２會期","101/11/20","院會","增訂勞工保險條例第二十九條之一條文；並修正第六條及第九條條文","完成三讀"
"第８屆第２會期","101/11/20","院會","財團法人文化創意產業發展研究院設置條例草案","交黨團協商"
"第８屆第２會期","101/11/19","財政委員會","邀請行政院主計總處石主計長、財政部張部長、金融監督管理委員會陳主任委員及相關部會（行政院勞工委員會、銓敘部、交通部、內政部）首長率公股金融機構（臺灣金融控股股份有限公司、臺灣土地銀行股份有限公司、兆豐金融控股股份有限公司、第一金融控股股份有限公司、華南金融控股股份有限公司、合作金庫金融控股股份有限公司、臺灣中小企業銀行股份有限公司、彰化商業銀行股份有限公司）、四大基金（勞工保險基金、勞工退休基金、公務人員退休撫卹基金、郵政儲金）及國民年金保險基金，報告截至101年10月底股票投資及委外代操之績效，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/19","經濟委員會","一、審查本院委員丁守中等25人擬具「公平交易法增訂第二十七條之二條文草案」案；二、繼續審查中華民國102年度中央政府總預算案，關於經濟部本部預算部分。","一、審查完竣；二、另定期繼續審查。"
"第８屆第２會期","101/11/19","交通委員會","邀請交通部部長毛治國暨行政院公共工程委員會主任委員陳振川列席針對「台鐵弊案之檢討及公共工程防弊機制」進行專案報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/19","教育及文化委員會","繼續審查102年度中央政府總預算案關於教育部及所屬單位預算","12月3日繼續審查"
"第８屆第２會期","101/11/19","內政委員會","繼續審查一、102年度中央政府總預算案關於內政部消防署及所屬、警政署及所屬、入出國及移民署主管收支歲出部分案；二、102年度中央政府總預算案關於行政院大陸委員會主管收支歲出部分案；三、102年度中央政府總預算案關於行政院海岸巡防署主管－海洋巡防總局、海岸巡防總局及所屬主管收支歲出部分案；四、102年度中央政府總預算案關於中央選舉委員會及所屬主管收支歲出部分案；五、102年度中央政府總預算案關於蒙藏委員會主管收支歲出部分案。","除四及五另定期繼續審查外，餘均審查完竣。"
"第８屆第２會期","101/11/19","社會福利及衛生環境委員會","邀請行政院衛生署邱署長文達及內政部李部長鴻源就「失智症患者照護機制、喘息服務與推動互助方案」列席報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/16","黨團協商會議","民進黨黨團召集協商行政院函請審議、委員許智傑等20人擬具「高級中等學校建教合作實施及建教生權益保障法草案」、委員吳育仁等19人擬具「高級中等學校建教合作法草案」及委員林淑芬等31人擬具「建教合作實施及建教生權益保障法草案」等案。","協商完畢"
"第８屆第２會期","101/11/16","院會","修正公職人員選舉罷免法第一百零二條條文","不予修正"
"第８屆第２會期","101/11/16","院會","中華民國101年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）案","逐款討論"
"第８屆第２會期","101/11/15","內政委員會","繼續審查一、102年度中央政府總預算案關於省市地方政府（臺灣省政府、臺灣省諮議會、福建省政府）主管歲出部分；二、102年度中央政府總預算案關於內政部（不含社會司、家庭暴力及性侵害防治委員會及國民年金監理會）主管歲出部分；三、102年度中央政府總預算案關於內政部營建署及所屬收支部分；四、102年度中央政府總預算案（含附屬單位預算及綜計表─非營業部分）關於內政部主管「營建建設基金」、「中央都市更新基金」收支部分。","一及二審查完竣，餘均另定期繼續審查。"
"第８屆第２會期","101/11/15","教育及文化委員會","繼續審查102年度中央政府總預算案關於文化部及所屬單位預算","11月26日繼續審查"
"第８屆第２會期","101/11/15","財政委員會","審查中華民國102年度中央政府總預算案附屬單位預算營業部分有關臺灣菸酒股份有限公司〔含台酒（廈門）商貿有限公司〕。中央存款保險股份有限公司部分。","審查完竣"
"第８屆第２會期","101/11/15","外交及國防委員會","審查102年度中央政府總預算案關於行政院國軍退除役官兵輔導委員會主管收支部分","11月29日繼續審查"
"第８屆第２會期","101/11/15","經濟委員會","繼續審查行政院函請審議「102年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）」案，公平交易委員會主管收支部分。","審查完竣"
"第８屆第２會期","101/11/15","社會福利及衛生環境委員會","繼續審查中華民國102年度中央政府總預算案有關行政院環境保護署、環境檢驗所、環境保護人員訓練所單位預算案。","另定期繼續審查"
"第８屆第２會期","101/11/15","司法及法制委員會","邀請考試院秘書長、銓敘部部長、行政院人事行政總處人事長、行政院研究發展考核委員會主任委員、國防部副部長、財政部次長、教育部次長、行政院經濟建設委員會副主任委員及行政院主計總處副主計長列席就「公務人員退休撫卹制度公平性改革之檢討」專題報告， 並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/14","內政委員會","一、審查102年度中央政府總預算案關於行政院原住民族委員會主管收支部分；二、審查102年度中央政府總預算案關於行政院原住民族委員會文化園區管理局主管收支部分；三、102年度中央政府總預算案(含附屬單位預算及綜計表－非營業部分)關於行政院原住民族委員會主管「原住民族綜合發展基金」收支部分；四、審查行政院原住民族委員會函送「財團法人原住民族文化事業基金會102年度預算、業務計畫書案」案。","另定期繼續審查"
"第８屆第２會期","101/11/14","外交及國防委員會","繼續審查102年度中央政府總預算案關於外交部主管收支公開部分","審查完竣"
"第８屆第２會期","101/11/14","財政委員會","審查中華民國102年度中央政府總預算案有關補助直轄市及縣市政府、直轄市與縣市平衡預算及繳款專案補助、直轄市及縣市保障財源補助；災害準備金；第二預備金部分。","審查完竣"
"第８屆第２會期","101/11/14","經濟委員會","審查行政院函請審議「102年度中央政府總預算案(含附屬單位預算及綜計表─營業及非營業部分)」案，行政院農業委員會主管收支部分。","另定期繼續審查"
"第８屆第２會期","101/11/14","社會福利及衛生環境委員會","繼續審查中華民國102年度中央政府總預算案有關行政院勞工委員會、職業訓練局及所屬、勞工安全衛生研究所、勞工退休基金監理會單位預算案","另定期繼續審查"
"第８屆第２會期","101/11/14","司法及法制委員會","一、審查中華民國102年度中央政府總預算案關於行政院研究發展考核委員會及所屬主管收支部分；二、審查中華民國102年度中央政府總預算案關於行政院人事行政總處及所屬主管收支部分；三、審查中華民國102年度中央政府總預算案關於立法院主管收支部分。","均審查完竣"
"第８屆第２會期","101/11/14","交通委員會","繼續審查102年度中央政府總預算案歲出預算未審查完竣部分：1.交通部主管部分2.行政院公共工程委員會3.飛航安全調查委員會4.國家通訊傳播委員會","審查完竣"
"第８屆第２會期","101/11/14","教育及文化委員會","一、繼續審查102年度中央政府總預算案關於國立故宮博物院單位預算；二、繼續審查102年度中央政府總預算案關於文化部及所屬單位預算。","11月26日繼續審查"
"第８屆第２會期","101/11/13","院會","修正災害防救法第二十六條條文","完成三讀"
"第８屆第２會期","101/11/13","院會","災害防救法第三十六條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","司法院組織法第二十二條之一及第二十三條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","農民健康保險條例第五條、第二十條及第四十九條之一條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","離島建設條例第十三條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","中華民國101年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）案","逐款討論"
"第８屆第２會期","101/11/13","院會","增訂漁業法第十一條之一及第六十四條之一條文；並修正第六十四條條文","完成三讀"
"第８屆第２會期","101/11/13","院會","農民健康保險條例第五條、第二十條及第四十九條之一條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","修正就業服務法第五條條文","完成三讀"
"第８屆第２會期","101/11/13","院會","山坡地保育利用條例第三十七條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","修正廢棄物清理法第七十一條及第七十七條條文","完成三讀"
"第８屆第２會期","101/11/13","院會","修正海關進口稅則部分稅則","完成三讀"
"第８屆第２會期","101/11/13","院會","中華民國101年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）案","逐款討論"
"第８屆第２會期","101/11/13","院會","司法院司法人員研習所組織條例修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","植物防疫檢疫法部分條文修正草案","交黨團協商"
"第８屆第２會期","101/11/13","院會","司法院組織法第二十二條之一及第二十三條條文修正草案","交黨團協商"
"第８屆第２會期","101/11/12","經濟、內政、財政三委員會聯席會","一、審查本院民進黨黨團擬具「水患治理特別條例第四條及第十六條條文修正草案」案；二、審查本院委員邱志偉等25人擬具「水患治理特別條例第十六條條文修正草案」案。","均報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/12","內政委員會","審查102年度中央政府總預算案關於客家委員會及所屬收支部分","審查完竣"
"第８屆第２會期","101/11/12","財政委員會","審查中華民國102年度中央政府總預算案有關關務署及所屬、國有財產署及所屬歲出預算部分；融資財源調度部分。","審查完竣"
"第８屆第２會期","101/11/12","外交及國防委員會","審查102年度中央政府總預算案關於僑務委員會主管收支部分","審查完竣"
"第８屆第２會期","101/11/12","司法及法制委員會","併案審查本院民進黨黨團擬具「公務人員行政中立法第五條、第九條及第十七條條文修正草案」、委員尤美女等19人擬具「公務人員行政中立法第五條、第九條及第十七條條文修正草案」及委員鄭天財等20人擬具「公務人員行政中立法第十七條條文修正草案」案。","審查完竣"
"第８屆第２會期","101/11/12","交通委員會","審查102年度中央政府總預算案有關國家通訊傳播委員會單位預算詢答及處理","報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/12","教育及文化委員會","繼續審查102年度中央政府總預算案關於行政院國家科學委員會及所屬單位預算","審查完竣"
"第８屆第２會期","101/11/09","院會","修正立法院組織法第三十二條條文","三讀通過"
"第８屆第２會期","101/11/09","院會","對行政院院長施政報告繼續質詢","繼續質詢"
"第８屆第２會期","101/11/08","財政委員會","邀請財政部張部長、金融監督管理委員會陳主任委員就「『金融賦稅專案小組』七大議題之所得分配公平性、可行性、稅式支出評估及預期效益」專題報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/08","交通委員會","審查102年度中央政府總預算案有關行政院公共工程委員會單位預算詢答及處理","報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/08","經濟委員會","審查中華民國102年度中央政府總預算案附屬單位預算及綜計表－非營業部分，關於經濟部主管：經濟作業基金及經濟特別收入基金","另定期繼續審查"
"第８屆第２會期","101/11/08","教育及文化委員會","繼續審查102年度中央政府總預算案關於行政院原子能委員會及所屬單位預算","另定期繼續審查"
"第８屆第２會期","101/11/08","社會福利及衛生環境委員會","一、邀請行政院衛生署邱署長文達、法務部次長等就「醫療糾紛處理及醫療事故補償之現況、問題與對策暨具體改善作法」列席報告，並備質詢；二、審查本院委員趙天麟等24人、委員江啟臣等22人及委員吳育仁等18人分別擬具「醫師法第三十二條條文修正草案」等3案；三、審查本院委員吳宜臻等23人擬具「生產風險補償條例草案」。","一、報告及詢答完畢；二、審查完竣；三、另定期繼續審查。"
"第８屆第２會期","101/11/08","司法及法制、交通委員會聯席會","一、繼續審查行政院函請審議「交通及建設部組織法草案」案；二、繼續審查行政院函請審議「交通及建設部觀光署組織法草案」案；三、繼續審查行政院函請審議「交通及建設部高速公路局組織法草案」案；四、繼續審查行政院函請審議「交通及建設部公路局組織法草案」案；五、繼續審查行政院函請審議「交通及建設部航港局組織法草案」案；六、繼續審查行政院函請審議「交通及建設部民用航空局組織法草案」案；七、繼續併案審查行政院函請審議「交通及建設部鐵道局組織法草案」及本院委員尤美女等16人擬具「交通及建設部鐵道局組織法草案」案；八、繼續審查行政院函請審議「交通及建設部運輸研究所組織法草案」案。","均審查完竣"
"第８屆第２會期","101/11/08","內政委員會","審查102年度中央政府總預算案關於中央選舉委員會及所屬收支部分案","另定期繼續審查"
"第８屆第２會期","101/11/07","教育及文化委員會","審查102年度中央政府總預算案關於中央研究院單位預算","審查完竣"
"第８屆第２會期","101/11/07","司法及法制、內政委員會聯席會","一、繼續併案審查行政院函請審議「內政部組織法修正草案」、本院親民黨黨團擬具「內政部組織法修正草案」及本院委員林正二等25人擬具「內政部組織法修正草案」案；二、繼續併案審查行政院函請審議「內政部消防署組織條例修正草案」及本院委員管碧玲等21人擬具「內政部消防署組織條例第十一條條文修正草案」案；三、繼續審查行政院函請審議「內政部國土管理署組織法草案」案；四、繼續審查本院委員王進士等19人擬具「內政部都市發展局組織法草案」案。","一至三均審查完竣；四、不予審議。"
"第８屆第２會期","101/11/07","社會福利及衛生環境委員會","審查102年度中央政府總預算案有關內政部(社會司、國民年金監理會、家庭暴力及性侵害防治委員會)及兒童局單位預算案。","審查完竣"
"第８屆第２會期","101/11/07","社會福利及衛生環境委員會","舉行「勞工保險基金與勞工退休基金之財務與相關法制問題」公聽會",""
"第８屆第２會期","101/11/07","外交及國防、司法及法制委員會聯席會","審查行政院函請審議「中華民國政府與帛琉共和國政府間引渡條約」案","審查完竣"
"第８屆第２會期","101/11/07","財政委員會","審查中華民國102年度中央政府總預算案有關金融監督管理委員會、銀行局、證券期貨局、保險局、檢查局部分。","審查完竣"
"第８屆第２會期","101/11/07","內政委員會","審查102年度中央政府總預算案關於行政院海岸巡防署主管－海岸巡防署、海洋巡防總局、海岸巡防總局及所屬主管收支部分案。","102年度中央政府總預算案關於行政院海岸巡防署主管－海岸巡防署審查完竣；行政院海岸巡防署主管海洋巡防總局、海岸巡防總局及所屬主管收支歲出部分，另定期繼續審查。"
"第８屆第２會期","101/11/07","經濟委員會","一、審查本院委員林岱樺等22人擬具「自來水法第十二條之二及第十二條之四條文修正草案」案；二、繼續審查本院委員盧嘉辰等48人擬具「自來水法第五十二條、第五十三條及第六十一條之一條文修正草案」案；三、繼續審查本院委員李應元等29人擬具「自來水法第六十一條條文修正草案」案；四、繼續審查本院委員羅明才等35人擬具「自來水法第六十一條條文修正草案」案；五、繼續審查本院委員楊瓊瓔等20人擬具「水利法第八十二條、第八十三條及第八十三條之一條文修正草案」案；六、繼續審查本院委員林明溱等23人擬具「水利法第八十三條條文修正草案」案；七、繼續審查行政院函請審議「水利法增訂第九十三條之六條文草案」案。","一至四均審查完竣；五至七均另定期繼續審查。"
"第８屆第２會期","101/11/06","院會","對行政院院長施政報告繼續質詢","繼續質詢"
"第８屆第２會期","101/11/05","教育及文化委員會","繼續審查102年度中央政府總預算案關於教育部及所屬單位預算","11月21日繼續審查"
"第８屆第２會期","101/11/05","內政委員會","一、102年度中央政府總預算案關於內政部警政署及所屬、中央警察大學、消防署及所屬、空中勤務總隊、役政署、入出國及移民署收支部分案。二、102年度中央政府總預算案（含附屬單位預算及綜計表－非營業部分）關於內政部主管「研發替代役基金」、「警察消防海巡移民空勤人員及協勤民力安全基金」、「外籍配偶照顧輔導基金」案。三、102年度中央政府總預算案關於行政院大陸委員會收支部分案。四、102年度中央政府總預算案（含附屬單位預算及綜計表－非營業部分）關於行政院大陸委員會主管「中華發展基金」案。五、行政院大陸委員會函送102年度財團法人海峽交流基金會預算書案。六、102年度中央政府總預算案關於蒙藏委員會主管收支部分案。七、蒙藏委員會函送102年度財團法人蒙藏基金會預算書案。","一、中央警察大學、空中勤務總隊及役政署審查完竣，餘均另定期繼續審查；二、四、五及七均審查完竣；三、另定期繼續審查。"
"第８屆第２會期","101/11/05","司法及法制委員會","審查中華民國102年度中央政府總預算案關於監察院主管收支部分","審查完竣"
"第８屆第２會期","101/11/05","財政委員會","審查中華民國102年度中央政府總預算案有關賦稅署、臺北國稅局、高雄國稅局、北區國稅局及所屬、中區國稅局及所屬、南區國稅局及所屬歲出預算部分。","審查完竣"
"第８屆第２會期","101/11/05","交通委員會","審查102年度中央政府總預算案有關交通部中央氣象局、運輸研究所歲出部分預算","另定期繼續審查"
"第８屆第２會期","101/11/05","經濟委員會","審查中華民國102年度中央政府總預算案：經濟部及其所屬單位公務預算部分","報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/05","社會福利及衛生環境委員會","一、邀請行政院環境保護署沈署長世宏、行政院衛生署邱署長文達、行政院勞工委員會潘主任委員世偉、內政部李部長鴻源等就「102年度預算各項歲入歲出之法律授權依據及101年度各項預算執行率」列席報告，並備質詢；二、併案審查本院委員高志鵬等18人、委員林世嘉等23人分別擬具「勞工保險條例第六十六條條文修正草案」及委員高志鵬等22人擬具「勞工保險條例第六十七條條文修正草案」等3案。","一、報告及詢答完畢；二、報告及詢答結束，另定期繼續併案審查。"
"第８屆第２會期","101/11/05","外交及國防委員會","審查102年度中央政府總預算案關於國防部所屬主管機密部分（不含國安局主管機密部分）","審查完竣"
"第８屆第２會期","101/11/02","院會","對行政院院長施政報告繼續質詢","繼續質詢"
"第８屆第２會期","101/11/01","外交及國防委員會","邀請行政院國軍退除役官兵輔導委員會主任委員曾金陵暨所屬天然氣事業人員、經濟部能源局局長歐嘉瑞及台灣中油股份有限公司董事長林聖忠報告「退輔會轉投資天然氣事業營運情形及天然氣價格合理化檢討調整」，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/01","教育及文化委員會","一、審查102年度中央政府總預算案關於文化部及所屬單位預算；二、審查102年度中央政府總預算案關於國立故宮博物院單位預算。","均於11月14日及15日繼續審查"
"第８屆第２會期","101/11/01","經濟委員會","一、邀請公平交易委員會主任委員報告該會102年度預算編列情形並就該會「防制人為操縱物價專案小組」做專案檢討報告，並備質詢；二、審查行政院函請審議「102年度中央政府總預算案（含附屬單位預算及綜計表－營業及非營業部分）」案，有關公平交易委員會部分。","一、報告及詢答完畢；二、報告及詢答結束，另定期繼續審查。"
"第８屆第２會期","101/11/01","財政委員會","邀請金融監督管理委員會陳主任委員、財政部張部長分別就「經濟動能推升方案－活化金融永續發展」、「提升公股銀行競爭力」進行專題報告，並備質詢。","報告及詢答完畢"
"第８屆第２會期","101/11/01","社會福利及衛生環境委員會","一、併案審查本院委員王惠美等21人、委員潘孟安等21人、委員蔣乃辛等22人、委員李昆澤等21人、委員趙天麟等28人、委員管碧玲等19人、委員吳育仁等23人分別擬具「勞工保險條例第六十九條條文修正草案」等7案；二、審查本院委員廖國棟等21人擬具「勞工保險條例增訂第二十三條之一條文草案」、委員管碧玲等21人、委員楊麗環等21人分別擬具「勞工保險條例部分條文修正草案」、委員賴士葆等18人、委員鄭汝芬等24人分別擬具「勞工保險條例第三十條條文修正草案」、委員蔣乃辛等29人擬具「勞工保險條例第三十一條及第三十二條條文修正草案」、委員林鴻池等27人擬具「勞工保險條例第三十二條條文修正草案」等7案；三、邀請行政院環境保護署沈署長世宏就「室內空氣品質管理法下個月即將上路，相關因應配套措施、適用範圍對象、管理標準罰則及預期效果評估」列席報告，並備質詢。","一及二均審查完竣；三、報告及詢答完畢。"
